"position.page","position.position","position.global_position","asin","price.discounted","price.current_price","price.currency","price.before_price","price.savings_amount","price.savings_percent","reviews.total_reviews","reviews.rating","url","score","sponsored","amazonChoice","bestSeller","amazonPrime","title","thumbnail"
2,7,14,"B0DTTVDCL9",true,970,"JPY",1154,184,15.94,0,0,"https://www.amazon.jp/dp/B0DTTVDCL9",0,false,false,false,false,"NIKE Dri-Fit Fury Classic Headband Court Purple/White BN3050-550","https://m.media-amazon.com/images/I/61oEWR5ojWL._AC_UL320_.jpg"
2,8,15,"B0CGZVCKFT",true,1448,"JPY",2019,571,28.28,0,0,"https://www.amazon.jp/dp/B0CGZVCKFT",0,false,false,false,false,"Nike Arm Sleeve Lightweight Running Sleeve 2.0","https://m.media-amazon.com/images/I/31d8NEz6r0L._AC_UL320_.jpg"
1,27,43,"B0C9ZL4BGD",true,1006,"JPY",1587,581,36.61,0,0,"https://www.amazon.jp/dp/B0C9ZL4BGD",0,false,false,false,false,"NIKE ナイキ Fleece Neck Warmer 2.0 CW5030-010","https://m.media-amazon.com/images/I/71GWiU-RZJL._AC_UL320_.jpg"
1,43,59,"B0CD6J32VG",true,1018,"JPY",1154,136,11.79,0,0,"https://www.amazon.jp/dp/B0CD6J32VG",0,false,false,false,false,"Nike Jordan Jumpman Headband","https://m.media-amazon.com/images/I/91dTWPfiW3L._AC_UL320_.jpg"
2,9,65,"B0DTTJXY7Z",true,1073,"JPY",1298,225,17.33,0,0,"https://www.amazon.jp/dp/B0DTTJXY7Z",0,false,false,false,false,"NIKE ナイキ Dri-Fit フューリー ワイドヘッドバンド","https://m.media-amazon.com/images/I/61VGNvDgKQL._AC_UL320_.jpg"
2,16,72,"B094YTQYSD",true,1425,"JPY",1731,306,17.68,0,0,"https://www.amazon.jp/dp/B094YTQYSD",0,false,false,false,false,"NIKE ナイキ ベースボールベルト3.0 / Free Size/ BA8011","https://m.media-amazon.com/images/I/61HG+PtW96L._AC_UL320_.jpg"
2,20,76,"B09LCQHG6F",true,2142,"JPY",3534,1392,39.39,0,0,"https://www.amazon.jp/dp/B09LCQHG6F",0,false,false,false,false,"PUMA(プーマ) ユニセックス大人 Vコート バルクスニーカー","https://m.media-amazon.com/images/I/61aKty7YwRL._AC_UL320_.jpg"
3,16,112,"B0D5HQ9MC5",true,3453,"JPY",5698,2245,39.4,0,0,"https://www.amazon.jp/dp/B0D5HQ9MC5",0,false,false,false,false,"Puma SOFTRIDE Flex Lace Easy In Wide ALT Running Shoes","https://m.media-amazon.com/images/I/51Z5VFiux3L._AC_UL320_.jpg"
